Determiner,Noun,2GramCount
a,melange,74
the,naughty,88
this,inconsistency,65
the,first-born,55
the,niche,180
the,dermis,70
the,cygnet,145
the,vail,115
a,vain,218
the,yeshiva,49
the,headquarters,1027
the,transportation,1153
a,flying,689
an,amendment,943
the,appliance,176
a,calico,43
this,masterpiece,38
a,radiation,104
a,finance,183
a,blanket,2062
an,implosion,35
the,salinity,66
a,niece,137
a,goiter,37
the,permission,374
the,gatehouse,110
the,vast,7741
the,barometer,76
a,vase,461
the,royalist,66
a,vamp,27
a,sticker,199
this,vale,24
this,ambition,34
a,bandit,78
the,glossary,44
the,modernism,23
the,metamorphosis,134
a,modernist,163
the,metamorphoses,31
a,kerosene,92
the,laboratory,1734
the,niobium,24
the,disjuncture,23
a,half-wit,26
the,modernity,53
the,silicon,227
a,trompe,41
the,lodging,73
the,kicker,194
a,respect,265
the,transplantation,39
the,referee,477
a,wiggle,25
an,insomniac,54
the,straggle,25
a,suction,83
the,no-fault,26
those,inside,140
the,archaeologist,105
the,lullaby,24
the,soul-searching,23
a,lumberyard,43
the,vaquita,29
the,passerby,25
this,hostile,35
the,bodyguard,253
the,caucuses,215
the,wigwam,47
a,flavoring,34
the,muffin,90
these,pretty,55
the,banana,445
the,crawfish,42
the,dock,2116
the,tsunami,807
the,conquistador,31
the,tertiary,46
the,penumbra,52
this,merger,107
the,cafeteria,1276
the,executive,5405
the,positioning,161
a,hemlock,23
a,thinking,202
the,inconsistencies,146
the,inappropriateness,55
the,plough,29
the,banister,231
this,execution,29
the,pregnancies,30
the,paving,117
the,wording,467
a,cutting,428
the,outcry,193
a,mayonnaise,30
a,timing,80
a,panting,36
the,vitriol,65
the,myelin,37
the,amygdala,189
the,infantry,320
the,midnight,520
the,pedigree,78
a,cordon,55
a,miss,180
a,mist,226
the,unpleasantness,58
the,fryer,36
a,mite,135
the,voyageurs,29
this,autumn,120
a,completion,65
the,faerie,76
an,oceanographer,49
a,strip,1031
the,mitt,78
a,chuckle,502
a,warlord,60
the,dove,207
a,nudist,50
a,mint,167
the,mini,294
an,aphorism,28
the,mink,43
the,nudity,53
the,mire,74
a,jiffy,62
a,susceptibility,26
this,down,526
a,trajectory,145
a,midweek,51
a,tempest,82
the,strap,401
the,stray,163
the,straw,720
a,tender,485
a,protectorate,31
the,latticework,31
this,preoccupation,51
the,pampas,53
the,regularity,113
these,mice,44
the,barrack,23
the,puzzlement,30
the,commentator,86
this,doll,70
a,cordial,118
the,dole,426
the,tendon,126
the,mien,24
a,midi,57
the,commissioning,70
a,doer,63
a,dodo,24
the,initiator,89
the,darts,64
the,rounding,57
the,confetti,36
the,dogs,3653
the,velveteen,39
the,pollock,56
the,doge,63
a,mike,144
the,deliveries,48
a,hydrant,28
a,dork,89
a,dorm,191
the,botany,39
a,clergy,32
a,supermarket,593
a,mime,59
the,pelvis,244
a,mind,998
a,cleric,105
a,dose,704
this,mill,25
the,enamel,115
this,milk,33
a,mild,1576
a,mile,5348
the,poorhouse,117
the,politicos,37
the,daffodil,33
the,dona,24
the,warder,42
a,warden,54
the,disgrace,94
a,dolt,33
a,barrage,527
the,knower,56
the,syllogism,24
the,dome,1383
a,prelude,478
a,dope,163
the,manipulator,29
this,door,326
the,doom,83
the,dates,655
a,magenta,26
the,campesinos,49
a,stalwart,104
the,certification,312
the,didgeridoo,28
a,baggage,46
a,halftime,47
the,marketability,37
the,congestion,144
a,mascara,23
an,oceanfront,31
the,activation,157
the,phage,23
a,quack,51
this,coast,79
the,lactose,23
the,slalom,120
the,greatness,300
the,upgrade,186
the,torpedoes,67
the,hitch,128
the,phenomenology,54
a,glimpse,3107
the,one-third,50
the,instrumentalist,25
the,instrumentality,23
an,exhibitor,27
the,electrolysis,25
the,bedlam,28
the,diarrhea,31
the,chemistry,705
an,elevated,481
a,purity,45
the,overuse,76
a,purist,110
a,coach,2022
the,tenant,656
a,number,36487
the,library,5680
the,decider,30
the,calories,399
the,blacklist,54
the,neglect,260
the,strut,37
the,mutuality,39
the,beltway,448
an,elevator,810
the,babbling,31
the,coatrack,29
this,recording,160
a,drag,688
an,enthusiasm,134
the,vest,212
the,dram,25
the,draw,532
the,gentleman,1439
a,cobra,122
the,enthusiast,23
a,drab,155
the,dogmas,38
a,verb,245
the,freelance,49
the,beheading,54
the,esophagus,242
an,ethnographer,48
the,vela,25
a,rivulet,30
the,veld,24
a,policewoman,53
a,nephew,220
a,gentlemen,73
a,hostility,38
the,dragonfly,44
a,vent,125
a,spread,260
this,outfit,156
a,duffle,26
a,handicapped,132
a,cackle,24
a,drip,129
a,tussle,56
a,lifeline,230
the,rabbinate,24
the,deltoid,26
a,bestseller,137
the,veto,315
the,phosphorus,49
the,drew,71
the,voter,547
the,treason,34
this,mushroom,23
a,breakup,233
a,put-on,38
a,respite,215
the,pageantry,75
a,scalp,56
a,jihad,105
the,chinook,67
a,monochromatic,65
the,artifact,323
the,viscount,73
a,stadium,469
a,phase,566
an,urgency,165
the,scale,4348
the,probate,82
the,preponderance,255
the,veal,126
the,gravitas,36
the,patrimony,32
an,ounce,905
a,quart,354
the,quark,30
a,literal,579
a,scarf,471
an,animator,38
a,scare,223
the,entry,1593
the,correctness,118
a,communicator,67
a,genie,87
a,candelabra,28
the,veil,892
the,plausibility,108
a,coaching,215
a,billow,28
a,penitentiary,37
the,velocity,358
this,genus,32
the,leisure,221
a,header,55
the,majorities,31
the,gents,39
this,vein,191
a,tradeoff,112
a,gatekeeper,76
a,quail,58
the,centennial,445
a,qualm,31
this,genre,257
the,divisiveness,73
the,breaker,43
the,quake,910
the,veep,65
the,contamination,331
this,tomorrow,86
a,memento,123
the,sharper,128
the,doubletree,42
a,sharpie,42
a,dogleg,34
a,houseplant,28
the,flatter,47
the,visibility,346
these,music,23
the,evangelization,24
this,rendition,26
the,inattention,29
a,lockbox,26
the,musky,58
a,cachet,25
a,dusting,125
the,dandy,63
the,adversity,61
the,dispossession,38
a,dance,1541
the,sentient,56
a,perpendicular,36
the,firmware,24
the,grindstone,63
a,pancreas,23
a,drop,2161
a,draftsman,56
the,duffel,124
the,wickedness,56
the,virgin,470
the,humility,97
the,idyll,26
the,hermitage,143
the,trowel,47
the,burton,42
this,illusion,81
a,sobriety,30
an,accounting,567
the,typhoon,44
the,natural,8909
the,ceremonial,398
the,decibel,58
the,epidemic,885
the,ceremonies,308
the,rightness,133
an,absorption,29
the,penchant,31
the,pylon,38
the,birdcage,49
a,pacific,165
the,self-perception,25
a,fairyland,27
this,drug,642
a,drum,528
an,injury,992
a,violinist,120
the,fable,117
the,permanence,143
the,amelioration,24
the,raisin,41
a,lecturer,288
the,padres,90
the,anesthesia,110
a,hairbrush,73
the,stringer,27
a,candlestick,33
the,pyramid,805
a,furnace,177
the,appendix,200
a,midwife,207
the,gypsum,34
the,mandatory,454
the,swiftness,53
a,crisscross,35
the,backswing,97
a,hallucination,95
a,torturer,25
the,coherence,179
a,hassle,235
a,semiconductor,96
a,shooter,183
a,suspect,1895
the,spider,687
the,barrens,35
the,jingle,90
the,hindi,43
the,diploma,76
this,ought,123
a,drive-in,109
a,pendant,99
a,quadruple,52
the,sci-fi,109
the,anesthetic,80
the,indignities,82
a,fusion,221
the,skewer,32
the,parsley,130
the,danny,31
the,vomit,88
the,infusion,200
a,spreader,23
the,forging,70
the,causality,45
a,hinge,91
an,epigraph,39
the,utmost,639
the,fiddle,166
the,beat-up,60
the,localization,57
the,skull,1296
a,duet,278
the,sailing,118
the,dues,69
a,duel,269
a,moan,159
an,ivory,226
the,remainder,2839
this,oppression,23
this,stock,139
a,panther,104
these,dual,41
this,stimulus,86
the,timbre,78
a,charlotte,39
the,sprawl,94
the,ouija,43
the,charrette,75
the,merida,30
the,duct,265
the,duck,548
a,comprehension,27
the,runoff,309
the,dude,210
a,skunk,159
the,sultan,478
a,snitch,87
the,stoic,112
a,dump,381
the,structuralist,42
a,dune,102
the,dung,108
the,bursar,30
the,duma,168
a,vibe,52
a,dupe,43
a,vial,225
the,mobs,45
the,wraith,35
the,mock,184
the,moat,185
this,perception,383
this,rolling,31
the,outage,47
an,operator,282
the,petitioner,90
a,comprehensive,4112
a,duke,97
a,mode,461
a,proponent,242
the,firmness,85
the,deadwood,32
a,mascot,72
a,mitigation,52
the,scuffle,58
the,rattling,139
the,pressure,7190
the,wayfarer,25
a,fruit,576
a,workforce,96
the,orphan,171
the,merits,1440
a,sprain,44
a,serpent,158
the,spigot,141
the,sympathies,32
the,contraceptive,49
the,misinformation,90
a,burrow,66
those,faces,107
this,facet,34
the,seafood,288
a,trough,137
the,sexton,44
the,djinn,50
the,catchment,57
a,killer,1505
an,errand,252
an,interlude,59
the,tyrannosaur,70
a,morality,138
the,apartment,4989
the,panties,89
the,provenance,115
the,runner,330
a,moralist,40
the,decoding,59
an,intermediate,403
a,troupe,106
a,grinning,133
an,intermediary,264
the,vita,41
a,portent,81
a,cockpit,87
a,washbasin,25
the,purgatory,26
the,bowling,240
the,mastoid,144
a,professorship,55
a,percent,446
the,conscript,30
the,physicality,85
the,lieutenant,828
a,display,1049
the,portcullis,24
the,fifteenth,616
the,moon,8697
a,stove,300
the,mood,3778
a,stout,355
the,moot,25
the,moor,100
this,monk,28
a,duty,992
the,mona,186
a,lackey,32
the,mono,57
a,patrolman,54
the,stalemate,164
the,unemployment,1168
the,dura,75
the,rhetoric,1578
a,miscalculation,74
a,vice,1277
the,presupposition,34
an,expansion,776
this,view,2711
the,mole,355
the,mold,755
the,dust,3812
the,mosquitoes,368
the,dusk,321
an,expense,230
these,stone,29
the,omnivore,43
a,stool,720
a,vise,146
the,recourse,49
a,visa,532
a,superlative,54
a,hippo,44
a,hippy,26
this,store,252
a,moss,26
a,misstatement,30
this,storm,562
an,innocence,64
the,stork,99
a,peripatetic,28
those,most,525
the,morn,29
this,more,896
a,gardening,72
the,retention,381
this,story,8597
a,move,3503
the,stoop,406
the,phylogeny,28
the,vine,558
the,moth,158
the,stops,325
the,zygote,37
this,picture,1744
the,purple,906
a,virtue,484
these,fancy,46
the,thread,523
the,artifice,69
a,twentieth,35
the,inane,33
the,functioning,457
the,spatter,24
a,slack,51
this,threat,389
the,pieties,24
these,uncertainties,46
the,culvert,77
an,experiment,1438
the,depletion,171
the,acropolis,158
the,coexistence,130
the,observatory,622
the,warmer,280
a,spirit,1143
an,intended,78
the,gangplank,132
the,wellness,127
a,commando,79
the,endothelium,25
a,songbird,29
the,convection,101
the,saleswoman,131
the,dynast,38
the,pickle,104
this,spiral,30
a,waiter,677
an,outlaw,205
the,outlay,31
the,resemblance,322
the,gesso,40
a,humiliation,52
the,cloakroom,64
the,letdown,35
the,chronicle,405
the,seacoast,42
a,dynamo,55
the,style,2473
the,outlet,254
a,pickax,41
the,neutrino,144
a,warmth,131
the,woodcarver,37
the,dissatisfaction,74
the,recommendation,705
a,picket,155
the,picker,33
the,homeowner,364
the,epithelium,24
a,creature,1052
a,jimmy,58
the,classics,544
a,testimonial,68
the,phantom,345
the,afternoon,6989
the,focusing,53
a,spatula,252
a,pileup,27
the,cockney,29
a,reprisal,24
a,parabola,27
the,abbess,109
the,nursing,1307
the,argyle,29
the,testimonies,66
a,pancake,181
the,segregationist,28
the,stamina,159
the,calving,24
the,underside,766
a,password,237
a,gnome,24
the,spokesman,521
a,pickup,898
the,dispatcher,287
the,candies,50
a,foundling,26
the,slasher,28
the,interception,92
the,spokesmen,27
the,backdrop,855
the,doggie,34
the,slash,77
this,slowdown,28
the,vanguard,479
the,instep,77
the,declaration,954
a,fanny,61
a,slave,1483
the,declarative,23
the,penitential,30
the,antihero,26
the,gloaming,34
a,slate,239
this,forecast,27
a,magnolia,34
the,tinderbox,31
the,thickening,93
the,slain,241
a,libel,101
an,audition,284
an,outer,239
the,slang,77
the,propriety,200
the,edification,42
the,caboose,48
the,mastiff,29
these,sudden,29
the,slant,101
a,harness,165
this,habit,129
a,detonation,33
the,decimal,56
the,ornamental,105
the,incus,89
a,quilt,365
the,periodicity,33
the,merchandising,71
a,quirk,122
the,autism,118
the,craftsmen,66
the,healer,188
an,algorithm,144
the,bobber,28
the,scion,106
a,dyke,47
a,florida,799
the,sharing,482
a,craftsman,155
the,florist,173
these,quiet,39
a,cattle,307
a,demotion,38
the,shrubbery,126
a,bedbug,37
the,tearing,65
the,quill,59
a,roundhouse,50
the,insignificance,28
the,maintenance,1528
these,mysteries,38
the,gluteus,63
a,cowgirl,49
the,atelier,64
the,feedback,552
the,ombudsman,57
the,stingray,28
the,boston,3768
the,epidemiology,133
a,scandinavian,60
these,beauties,44
the,acrimony,76
a,teepee,36
a,proprietary,248
those,quick,29
the,parallelism,31
the,authentication,26
an,oyster,186
the,nursery,981
the,dustbin,81
the,blossom,91
a,repeating,75
a,burner,49
the,washstand,24
the,sanitarium,39
a,dyad,30
the,yearbook,136
the,physis,26
a,laxative,39
the,economies,480
the,economics,1102
a,twisting,115
the,sterilization,66
the,suspicion,454
the,gallery,1929
the,indus,161
the,capability,1073
a,half-brother,32
the,venison,67
the,hemline,32
a,scorecard,74
a,blackberry,69
the,accountant,263
the,merlin,29
the,modality,41
the,nominal,214
the,immunization,44
a,convulsion,39
a,superfluid,28
the,crutch,40
a,feeder,76
the,sanitarian,25
a,bobcat,67
the,insult,224
the,nominee,1076
the,tubing,153
a,co-worker,314
the,galleys,49
the,reaffirmation,32
the,prostitution,80
a,firefighter,372
the,overpopulation,24
this,index,89
an,appropriation,87
the,backdoor,77
a,verification,27
the,economist,657
an,ephemeral,71
a,bearing,188
the,bridesmaid,44
the,purser,36
the,unicorn,193
a,drugstore,230
a,double-decker,60
the,seascape,29
a,toothpick,333
an,imperial,326
the,picnic,568
these,health,141
a,ballroom,142
the,entrails,72
the,grease,304
the,lockout,181
an,ascent,57
the,indie,90
the,india,140
a,fragmentary,40
a,sentinel,53
the,tabloid,393
the,hives,97
a,mule,460
the,coyotes,217
a,parishioner,73
an,ascetic,95
the,switchboard,128
a,tetanus,52
the,tearoom,30
a,curling,88
the,bedding,164
a,decongestant,31
a,partition,144
the,musk,52
a,renovation,87
the,envoy,113
a,mush,23
the,muse,156
the,must,40
the,vols,93
the,volt,133
the,murk,121
a,mastery,140
a,marijuana,110
a,sonata,34
the,vole,29
the,spinal,533
the,incompleteness,36
the,blinding,212
the,nihilism,23
the,mute,199
the,mutt,72
the,banality,98
the,muon,60
the,fineness,33
the,stump,637
the,alacrity,25
the,agenda,2343
the,agency,10689
the,stunt,137
a,disrespect,27
this,void,60
a,performing,128
a,leftover,105
the,blueness,23
the,whiteness,180
the,gantlet,30
an,axiom,72
a,disappearing,63
a,catharsis,57
a,pesticide,131
a,broiling,23
the,bloodstream,586
the,thrall,62
this,stuff,4734
the,coachman,173
the,barbican,26
a,sympathy,84
these,study,29
a,retraction,86
a,fishhook,32
a,cocoa,33
the,muck,366
a,much,11727
this,author,286
a,fairy,671
the,rustling,170
the,faith,2481
a,cocky,109
a,burlap,84
a,dentist,746
this,reporting,39
the,comprehensibility,36
the,recursion,27
the,ascendant,95
these,faint,24
a,hideaway,36
the,possum,63
a,mustard,88
the,stigmatization,36
the,bacterium,268
a,free-lance,338
the,mustang,91
the,sentries,76
a,digital,1685
the,hotelier,30
the,locking,68
the,yankee,581
a,defamation,47
a,sundial,46
the,duplicity,43
the,grading,135
the,rebound,358
the,convict,85
a,clucking,24
a,proficient,41
the,militancy,34
a,question,15816
a,restaurant,3979
the,washing,507
the,coastline,370
the,cathartic,34
a,vote,3986
this,poster,54
the,coder,27
the,codex,192
the,busyness,29
the,conduit,127
a,nicotine,49
a,photography,144
this,proportion,81
an,in-law,25
the,stickiness,51
the,dulcimer,34
the,auburn,28
a,dog-eat-dog,25
the,conduct,1323
the,codon,29
a,parakeet,39
a,fasting,33
an,aerosol,76
the,ecosphere,25
a,lifesaving,66
the,invocation,175
the,clockwork,32
the,abdomen,385
this,sweeping,37
the,opossum,60
a,sensation,500
the,uniqueness,420
a,queer,160
the,queen,3229
the,oxford,574
the,coupler,31
the,couplet,23
a,supervisor,562
a,reliever,87
a,catcher,232
the,adapter,70
a,woolly,62
an,outing,180
the,monarch,321
a,handhold,73
the,decathlon,67
the,aorta,89
a,hamster,79
a,transplant,388
the,cupola,93
the,brewer,40
an,auteur,24
a,diatribe,52
a,biplane,25
the,poignancy,67
the,pretender,33
a,gadfly,35
this,civilization,34
a,sprite,25
a,spritz,44
the,peroxide,27
a,vowel,60
an,underpainting,56
the,concomitant,205
the,synergy,78
the,inability,1356
the,addressee,102
the,bookshop,60
a,convent,227
the,documentaries,32
this,understanding,433
the,spring,8371
the,phytoplankton,40
a,sprint,164
the,blower,66
the,sidewinder,28
the,convert,52
the,bathtub,808
the,liabilities,59
the,hindsight,24
the,loudness,47
a,postcard,688
the,crunch,367
the,cessation,214
the,businessman,300
the,peacetime,37
a,comrade,111
the,cyclist,80
the,balance,4376
a,garbage,619
a,dresser,190
the,businessmen,129
a,harpsichord,42
the,hologram,151
the,biceps,139
the,scarves,47
an,amalgamation,61
the,amphitheater,136
a,cycling,74
the,taproom,32
an,iconoclast,29
a,functional,630
this,ecosystem,56
the,meaninglessness,28
the,interferon,24
this,absurd,61
the,terrarium,25
the,gallant,62
the,shipper,25
the,blowup,45
the,circumcision,41
the,abruptness,25
the,inferiority,45
a,queue,76
a,supertanker,25
a,carload,70
the,stainless,187
the,refinement,121
the,adventurer,72
the,masker,56
a,journey,1510
a,unitarian,57
the,scene,13593
the,runway,1529
the,goalie,112
the,magician,419
a,gadget,92
the,query,178
the,journal,2531
a,scent,317
the,blinders,35
this,quest,154
the,premier,908
the,peppermint,52
the,beluga,69
a,buggy,70
the,interment,26
a,laser,879
this,myth,207
the,effrontery,29
a,hellhole,27
a,murderess,23
a,hearse,72
a,bugle,59
a,hearty,625
an,insurrection,83
the,aerodynamics,53
an,oceanic,34
a,hearth,64
the,hearts,1414
the,crosstown,44
the,each,24
the,sapphire,67
the,nullification,32
a,stopover,91
a,barracuda,37
a,paycheck,395
the,export,834
an,expose,85
the,evolution,3112
this,cocktail,29
a,chignon,35
this,rifle,47
a,gambit,37
the,indeterminacy,47
the,larva,70
a,redeployment,23
the,hearer,61
this,revolutionary,65
a,sonnet,84
a,mesquite,32
the,coordinates,228
the,nanotube,28
a,larry,29
the,torrent,170
the,misperception,33
the,complementarity,50
a,veterinarian,350
the,stakeholder,60
the,episcopacy,47
a,soliloquy,26
a,personal,7566
a,panama,52
this,imaginary,58
an,ottoman,53
a,cabdriver,60
the,barrister,27
the,repertory,103
a,nonunion,26
a,trestle,36
the,goyim,34
the,clapping,56
a,hypochondriac,75
a,pitch,706
this,letter,1355
a,narcotic,116
a,lathe,56
a,blocker,52
a,latex,77
a,launch,234
the,scythe,59
the,backboard,163
a,newscast,57
a,skating,87
the,thoroughfare,40
a,fender,85
the,latch,469
the,episcopate,30
a,coordinator,125
these,right,44
this,alteration,26
the,meadow,846
this,miracle,107
the,surcharge,76
the,sentimentality,36
the,bellman,46
the,hippodrome,29
a,parking,1533
the,rigor,153
a,blouse,154
the,gasoline,453
an,offshoot,217
a,gamble,475
a,speakeasy,27
the,legalities,55
an,eyepiece,105
the,folder,451
the,crummy,31
a,throat,108
the,lasso,29
the,workbook,31
a,workman,93
a,tenure,64
this,manager,27
the,nitty-gritty,156
the,refusal,421
the,buttermilk,120
the,throes,508
a,spendthrift,30
